#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  32
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  137
#! SET periodic_psi true
   -3.141592654   -3.141592654  -59.417766654  -51.002235064   12.600363188
   -2.945243113   -3.141592654  -67.889913246  -34.322696899   15.807155133
   -2.748893572   -3.141592654  -72.654952493  -14.284848197   18.353748182
   -2.552544031   -3.141592654  -73.696942701    2.646166315   19.861158983
   -2.356194490   -3.141592654  -72.132799819   11.799346307   20.101797460
   -2.159844949   -3.141592654  -69.617340609   12.639119430   19.451501317
   -1.963495408   -3.141592654  -67.472044688    8.933806303   19.145004734
   -1.767145868   -3.141592654  -66.013590833    6.643352518   20.833443124
   -1.570796327   -3.141592654  -64.447771100   10.556505271   25.492184729
   -1.374446786   -3.141592654  -61.394832856   21.545173143   32.444100734
   -1.178097245   -3.141592654  -55.750740677   36.082111982   39.329630160
   -0.981747704   -3.141592654  -47.380248048   48.244510152   43.228635948
   -0.785398163   -3.141592654  -37.287907272   52.950030049   42.201089166
   -0.589048623   -3.141592654  -27.201818968   48.128002756   36.220178732
   -0.392699082   -3.141592654  -18.922515692   34.938995144   26.866189972
   -0.196349541   -3.141592654  -13.815201654   16.416519497   16.359198301
    0.000000000   -3.141592654  -12.590061829   -4.016371658    6.488180173
    0.196349541   -3.141592654  -15.281742245  -22.886972482   -1.733847847
    0.392699082   -3.141592654  -21.216596227  -36.346360612   -7.845801442
    0.589048623   -3.141592654  -28.938993528  -40.549350773  -11.564989078
    0.785398163   -3.141592654  -36.360289557  -33.128587988  -12.742127333
    0.981747704   -3.141592654  -41.252268570  -15.412442339  -11.582090963
    1.178097245   -3.141592654  -42.080014919    7.096465058   -8.879243009
    1.374446786   -3.141592654  -38.666499053   26.494541805   -5.792844280
    1.570796327   -3.141592654  -32.323308155   36.135254539   -3.361426714
    1.767145868   -3.141592654  -25.304992333   33.299681917   -2.045539511
    1.963495408   -3.141592654  -19.969001145   19.542712018   -1.544138006
    2.159844949   -3.141592654  -18.075959455   -0.975747310   -1.093888629
    2.356194490   -3.141592654  -20.478540881  -23.407434450    0.060559990
    2.552544031   -3.141592654  -27.093178777  -43.142415739    2.276396612
    2.748893572   -3.141592654  -36.976425527  -56.057615214    5.409110325
    2.945243113   -3.141592654  -48.451692688  -59.003506551    9.005866787

   -3.141592654   -3.095729987  -58.797397438  -50.200019609   14.557270755
   -2.945243113   -3.095729987  -67.126119477  -33.670323587   17.560053736
   -2.748893572   -3.095729987  -71.783481089  -13.851173529   19.652152813
   -2.552544031   -3.095729987  -72.767369465    2.796592586   20.623099896
   -2.356194490   -3.095729987  -71.201416237   11.683131575   20.424074761
   -2.159844949   -3.095729987  -68.720341952   12.455925880   19.562087537
   -1.963495408   -3.095729987  -66.587883234    9.054260036   19.309161331
