#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  32
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  137
#! SET periodic_psi true
   -3.141592654   -3.141592654   14.481526088  -17.395812170    4.013012453
   -2.945243113   -3.141592654   11.100370238  -16.477953089    7.879926842
   -2.748893572   -3.141592654    8.236431255  -12.155744840   13.655763589
   -2.552544031   -3.141592654    6.498350676   -5.247683094   20.705354513
   -2.356194490   -3.141592654    6.227867012    2.453399764   27.711817308
   -2.159844949   -3.141592654    7.385682658    9.016568355   33.163960037
   -1.963495408   -3.141592654    9.610104657   13.192883805   35.941156752
   -1.767145868   -3.141592654   12.392262553   14.733272698   35.650350821
   -1.570796327   -3.141592654   15.256541085   14.154438477   32.605948489
   -1.374446786   -3.141592654   17.865263329   12.266661830   27.591939210
   -1.178097245   -3.141592654   20.036510258    9.803579521   21.592515700
   -0.981747704   -3.141592654   21.711722193    7.281852639   15.570634824
   -0.785398163   -3.141592654   22.913439200    5.018325316   10.290572557
   -0.589048623   -3.141592654   23.712149683    3.181762711    6.204783462
   -0.392699082   -3.141592654   24.199914634    1.835617535    3.382655616
   -0.196349541   -3.141592654   24.469991347    0.959876996    1.664218924
    0.000000000   -3.141592654   24.605260687    0.450650934    0.729497955
    0.196349541   -3.141592654   24.666945276    0.182176992    0.287481693
    0.392699082   -3.141592654   24.690365376    0.069798639    0.100961659
    0.589048623   -3.141592654   24.699373507    0.020127792    0.029122315
    0.785398163   -3.141592654   24.701761561    0.006042113    0.007798113
    0.981747704   -3.141592654   24.702297605   -0.002492770    0.002404246
    1.178097245   -3.141592654   24.700795776   -0.012245667    0.005915464
    1.374446786   -3.141592654   24.694395138   -0.051709366    0.018168623
    1.570796327   -3.141592654   24.674349451   -0.163946045    0.049728380
    1.767145868   -3.141592654   24.618196474   -0.446051047    0.112661045
    1.963495408   -3.141592654   24.475325312   -1.084758877    0.215027656
    2.159844949   -3.141592654   24.151055261   -2.347947785    0.351363609
    2.356194490   -3.141592654   23.492585995   -4.528613238    0.501492727
    2.552544031   -3.141592654   22.303910569   -7.741881355    0.673575458
    2.748893572   -3.141592654   20.403959410  -11.667481038    1.016564693
    2.945243113   -3.141592654   17.736200299  -15.356894826    1.922105307

   -3.141592654   -3.095729987   14.620225194  -16.698305713    2.388702059
   -2.945243113   -3.095729987   11.426609407  -15.258024787    6.668062862
   -2.748893572   -3.095729987    8.850136381  -10.476757161   13.273132715
   -2.552544031   -3.095729987    7.465585207   -3.386739574   21.377090856
   -2.356194490   -3.095729987    7.545582988    4.092985632   29.348268447
   -2.159844949   -3.095729987    8.972393912   10.067001771   35.365651613
   -1.963495408   -3.095729987   11.327349584   13.457207754   38.135372075
   -1.767145868   -3.095729987   14.083823749   14.225695325   37.299324192
   -1.570796327   -3.095729987   16.786285993   13.052675042   33.393853714
   -1.374446786   -3.095729987   19.141214191   10.828680920   27.508028074
   -1.178097245   -3.095729987   21.018879206    8.292202353   20.880206006
   -0.981747704   -3.095729987   22.408234649    5.911093431   14.583042424
   -0.785398163   -3.095729987   23.366211735    3.921488289    9.337499392
   -0.589048623   -3.095729987   23.981034795    2.399113723    5.466559880
   -0.392699082   -3.095729987   24.344367603    1.342661649    2.895243615
   -0.196349541   -3.095729987   24.540179508    0.683215154    1.389666529
    0.000000000   -3.095729987   24.635656633    0.314874125    0.594608200
    0.196349541   -3.095729987   24.678745856    0.123008982    0.227158519
    0.392699082   -3.095729987   24.694483249    0.046789623    0.078761050
    0.589048623   -3.095729987   24.700536551    0.013062103    0.021741122
    0.785398163   -3.095729987   24.702075321    0.003947696    0.005911644
    0.981747704   -3.095729987   24.702408630   -0.001725256    0.002341257
    1.178097245   -3.095729987   24.701030451   -0.010961141    0.004157490
    1.374446786   -3.095729987   24.695118715   -0.048230363    0.013072706
    1.570796327   -3.095729987   24.676238942   -0.156185765    0.032252049
    1.767145868   -3.095729987   24.622210379   -0.432981865    0.062735236
    1.963495408   -3.095729987   24.482203177   -1.069740515    0.089674513
    2.159844949   -3.095729987   24.160387909   -2.339928996    0.074342800
    2.356194490   -3.095729987   23.502133282   -4.535308700   -0.033696876
    2.552544031   -3.095729987   22.311584806   -7.747943335   -0.226862459
    2.748893572   -3.095729987   20.416017393  -11.598832897   -0.290608262
    2.945243113   -3.095729987   17.780653221  -15.065614757    0.311599068

   -3.141592654   -3.049867321   14.745971019  -15.931730755    3.590273513
   -2.945243113   -3.049867321   11.756059923  -13.947081631    8.162614838
   -2.748893572   -3.049867321    9.484447906   -8.717600906   14.690213218
   -2.552544031   -3.049867321    8.465316544   -1.489532661   22.250433546
   -2.356194490   -3.049867321    8.896873906    5.705678028   29.297322277
   -2.159844949   -3.049867321   10.581068043   11.027728037   34.234979623
   -1.963495408   -3.049867321   13.044160227   13.587477152   36.021478831
   -1.767145868   -3.049867321   15.746809703   13.571630043   34.482378386
   -1.570796327   -3.049867321   18.260558966   11.829580831   30.240138973
   -1.374446786   -3.049867321   20.343006486    9.325589497   24.387933525
   -1.178097245   -3.049867321   21.921001774    6.783903730   18.105478352
   -0.981747704   -3.049867321   23.031020557    4.600012662   12.357356574
   -0.785398163   -3.049867321   23.760345177    2.913434427    7.730501470
   -0.589048623   -3.049867321   24.209205981    1.705162975    4.425232776
   -0.392699082   -3.049867321   24.463836476    0.920921694    2.290075839
   -0.196349541   -3.049867321   24.596972339    0.453084834    1.078039327
    0.000000000   -3.049867321   24.659726021    0.204955132    0.452376979
    0.196349541   -3.049867321   24.687809135    0.076921993    0.167641175
    0.392699082   -3.049867321   24.697610277    0.029086714    0.057538612
    0.589048623   -3.049867321   24.701382976    0.007881836    0.015246590
    0.785398163   -3.049867321   24.702306600    0.002391024    0.004183393
    0.981747704   -3.049867321   24.702505685   -0.001054320    0.001844649
    1.178097245   -3.049867321   24.701174897   -0.010279000    0.002238277
    1.374446786   -3.049867321   24.695602863   -0.046117219    0.008454751
    1.570796327   -3.049867321   24.677385143   -0.152255020    0.019500492
    1.767145868   -3.049867321   24.624296899   -0.428579967    0.034343872
    1.963495408   -3.049867321   24.484739108   -1.071200144    0.038896614
    2.159844949   -3.049867321   24.161191181   -2.358075674    0.006268170
    2.356194490   -3.049867321   23.497246013   -4.574926171   -0.079867395
    2.552544031   -3.049867321   22.298501049   -7.782993400   -0.155785683
    2.748893572   -3.049867321   20.403397853  -11.537941896    0.045806976
    2.945243113   -3.049867321   17.802367066  -14.744945457    1.059951967

   -3.141592654   -3.004004654   15.006130433  -15.029411468    8.223537614
   -2.945243113   -3.004004654   12.233532978  -12.645729396   13.120206925
   -2.748893572   -3.004004654   10.246279977   -7.159871412   18.891554997
   -2.552544031   -3.004004654    9.535714967    0.040808733   24.607963140
   -2.356194490   -3.004004654   10.237750319    6.878123427   29.143883729
   -2.159844949   -3.004004654   12.095039183   11.587855291   31.564342456
   -1.963495408   -3.004004654   14.598834069   13.441450804   31.426714963
   -1.767145868   -3.004004654   17.208719194   12.798377206   28.874612053
   -1.570796327   -3.004004654   19.525016639   10.631780601   24.530756015
   -1.374446786   -3.004004654   21.351098375    7.953783780   19.272287775
   -1.178097245   -3.004004654   22.661745148    5.465565569   13.980718723
   -0.981747704   -3.004004654   23.531730564    3.492403151    9.339190554
   -0.785398163   -3.004004654   24.070691720    2.087078123    5.723946466
   -0.589048623   -3.004004654   24.385285409    1.151740459    3.212419224
   -0.392699082   -3.004004654   24.554142368    0.593811967    1.629832403
   -0.196349541   -3.004004654   24.639182615    0.278242686    0.755379027
    0.000000000   -3.004004654   24.677311400    0.123162771    0.311932847
