   3.9695195633   -0.6362932601    1.9560296189
   5.3039772172    1.2489520751    0.1373762710
   4.6374555315    2.0012995322    0.1373762710
   3.9695195633   -0.6362932601   -1.6812770770
   2.2171832604   -0.5019990392    2.2391014949
   1.6921832604    0.4073276347    1.9577548429
   2.2171832604   -0.5019990392   -1.9608985051
   2.0903498531   -1.8219937244    2.3318583978
   3.1403498531   -1.8219937244    2.0505117458
   2.6153498531   -2.7313203984    2.0505117458
   3.1403498531   -1.8219937244   -1.5867949501
   2.6153498531   -2.7313203984   -1.5867949501
   2.0903498531   -1.8219937244   -1.8681416022
   0.8509956782   -2.2459344392    2.3066830910
  -0.1990043218   -2.2459344392    2.0253364390
   0.3259956782   -3.1552611132    2.0253364390
   1.3759956782   -3.1552611132    2.0253364390
   0.5921743212   -4.0460765184    1.2566830910
   1.6064915824   -3.9002397130    1.2566830910
   0.1063254155   -4.2094685488    0.2066830910
   1.1041227068   -4.3306230748    0.2066830910
   2.0439316464   -3.9742005576    0.2066830910
   0.5921743212   -4.0460765184   -0.8433169090
   1.6064915824   -3.9002397130   -0.8433169090
   0.3259956782   -3.1552611132   -1.6119702569
   1.3759956782   -3.1552611132   -1.6119702569
   0.8509956782   -2.2459344392   -1.8933169090
   0.1286394774   -1.1164518876    2.1890988919
  -0.3963605226   -0.2071252136    1.9077522399
  -0.3963605226   -2.0257785615    1.9077522399
   1.1786394774   -1.1164518876   -1.7295544560
  -0.3963605226   -0.2071252136   -1.7295544560
  -0.3963605226   -2.0257785615   -1.7295544560
   0.1286394774   -1.1164518876   -2.0109011081
   0.9245939491   -0.0184595507    2.1437493818
   1.4495939491    0.8908671232    1.8624027298
  -0.1254060509   -0.0184595507    1.8624027298
  -0.1254060509   -0.0184595507   -1.7749039661
   1.4495939491   -0.9277862247   -1.7749039661
   0.9245939491   -0.0184595507   -2.0562506182
   0.4157067626    1.3150098567    2.0215646229
   1.4657067626    1.3150098567    1.7402179708
  -0.1092932374    2.2243365307    1.7402179708
   1.4657067626    1.3150098567   -1.8970887251
  -0.1092932374    2.2243365307   -1.8970887251
  -0.1092932374    0.4056831827   -1.8970887251
   0.4157067626    1.3150098567   -2.1784353771
   1.0766664756    2.3178530825    1.8377765993
   2.0566664756    2.3178530825    1.5751863907
   1.5666664756    3.1665579782    1.5751863907
   0.5866664756    3.1665579782    1.5751863907
   2.4498998432    3.3155655250    0.8577765993
   1.6011949475    3.9321857255    0.8577765993
   0.5521380036    3.9321857255    0.8577765993
   3.0366664756    2.3178530825   -0.1222234007
   2.7740762670    3.2978530825   -0.1222234007
   2.0566664756    4.0152628739   -0.1222234007
   1.0766664756    4.2778530825   -0.1222234007
   2.7740762670    2.3178530825   -1.1022234007
   2.4498998432    3.3155655250   -1.1022234007
   1.6011949475    3.9321857255   -1.1022234007
   0.5521380036    3.9321857255   -1.1022234007
   2.0566664756    2.3178530825   -1.8196331921
   1.5666664756    3.1665579782   -1.8196331921
   0.5866664756    3.1665579782   -1.8196331921
   1.0766664756    2.3178530825   -2.0822234007
  -0.9778593426    1.3282743766    1.9563533760
  -0.4528593426    2.2376010506    1.6750067239
  -2.0278593426    1.3282743766    1.6750067239
  -0.4528593426    0.4189477026    1.6750067239
  -0.4528593426    2.2376010506   -1.9622999720
  -0.4528593426    0.4189477026   -1.9622999720
  -0.9778593426    1.3282743766   -2.2436466240
  -0.6099196223    2.6175399783    1.5475071732
  -1.1349196223    3.5268666523    1.5475071732
  -1.9187409794    4.4176820574    0.7788538253
  -2.4045898851    4.5810740879   -0.2711461747
  -3.2317921934    4.0100975606   -0.2711461747
  -1.9187409794    4.4176820574   -1.3211461747
  -0.6099196223    2.6175399783   -2.0897995227
  -1.1349196223    3.5268666523   -2.0897995227
  -1.8150349722    0.2177603958    2.0002351566
  -0.7650349722    0.2177603958    1.7188885045
  -2.3400349722    1.1270870698    1.7188885045
  -0.7650349722    0.2177603958   -1.9184181914
  -2.3400349722    1.1270870698   -1.9184181914
  -2.3400349722   -0.6915662781   -1.9184181914
  -1.8150349722    0.2177603958   -2.1997648434
  -3.0052276023    0.3433281850    1.7952978903
  -3.4952276023    1.1920330807    1.5327076817
  -3.9852276023    0.3433281850    1.5327076817
  -3.4952276023   -0.5053767107    1.5327076817
  -4.3784609700    1.3410406275    0.8152978903
  -4.7026373937    0.3433281850    0.8152978903
  -4.3784609700   -0.6543842575    0.8152978903
  -3.9852276023    2.0407379764   -0.1647021097
  -4.7026373937    1.3233281850   -0.1647021097
  -4.9652276023    0.3433281850   -0.1647021097
  -4.7026373937   -0.6366718150   -0.1647021097
  -4.3784609700    1.3410406275   -1.1447021097
  -4.7026373937    0.3433281850   -1.1447021097
  -4.3784609700   -0.6543842575   -1.1447021097
  -3.4952276023    1.1920330807   -1.8621119012
  -3.9852276023    0.3433281850   -1.8621119012
  -3.4952276023   -0.5053767107   -1.8621119012
  -3.0052276023    0.3433281850   -2.1247021097
  -1.2353204328   -1.0200976579    2.1198951258
  -0.7103204328   -0.1107709840    1.8385484738
  -0.7103204328   -1.9294243319    1.8385484738
  -0.7103204328   -1.9294243319   -1.7987582221
  -1.2353204328   -1.0200976579   -2.0801048742
  -1.0549876331   -2.1898507902    1.8844983948
  -1.5799876331   -3.0991774642    1.8844983948
  -4.1439654497   -2.6924136852    0.0658450468
  -3.6768602043   -3.5824083725    0.0658450468
  -2.8496578959   -4.1533848999    0.0658450468
  -2.3638089902   -3.9899928694   -0.9841549532
  -1.0549876331   -2.1898507902   -1.7528083011
   3.4495705396    0.9636825335    2.6480211313
   4.4370497634    0.9636825335    2.3271696818
   3.7547184014    1.9028310841    2.3271696818
   2.6506830659    1.5441082582    2.3271696818
   2.6506830659    0.3832568088    2.3271696818
   3.7547184014    0.0245339830    2.3271696818
   5.0473454870    0.9636825335    1.4871696818
   4.6735371594    1.9907124727    1.4871696818
   3.7270212475    2.5371836893    1.4871696818
   2.6506830659    2.3473962275    1.4871696818
   1.9481532119    1.5101537500    1.4871696818
   4.6735371594    1.9907124727    0.4488725807
   3.7270212475    2.5371836893    0.4488725807
   5.2661589457   -0.4090487398    1.5849303245
   4.5838275836   -1.3481972903    1.5849303245
   5.8764546692   -0.4090487398    0.7449303245
   5.5026463416    0.6179811995    0.7449303245
   4.5561304298   -1.9825498955    0.7449303245
   5.5026463416   -1.4360786790    0.7449303245
   5.8764546692   -0.4090487398   -0.2933667766
   5.5026463416    0.6179811995   -0.2933667766
   4.5561304298   -1.9825498955   -0.2933667766
   5.5026463416   -1.4360786790   -0.2933667766
   5.2661589457   -0.4090487398   -1.1333667766
   4.5838275836   -1.3481972903   -1.1333667766
   3.8064158399    2.4074601500   -0.2628247142
   5.1267400793    0.8339589942   -1.3011218153
   4.7529317517    1.8609889335   -1.3011218153
   3.8064158399    2.4074601500   -1.3011218153
   2.7300776583    2.2176726882   -1.3011218153
   4.5164443558    0.8339589942   -2.1411218153
   3.8341129937    1.7731075448   -2.1411218153
   2.7300776583    1.4143847190   -2.1411218153
   2.7300776583    0.2535332695   -2.1411218153
   3.8341129937   -0.1051895563   -2.1411218153
   3.5289651319    0.8339589942   -2.4619732647
   3.9291137428   -2.4667287368    1.6781155999
   3.2467823807   -3.4058772874    1.6781155999
   4.5394094663   -2.4667287368    0.8381155999
